"","Timestamp","Comment","X","Y","U ppm","Th ppm","207Pb/235U...7","2s...8","206Pb/238U...9","2s...10","rho...11","238U/206Pb","2s...13","207Pb/206Pb...14","2s...15","rho...16","208Pb/232Th","2s...18","206Pb/238U...19","2s...20","207Pb/235U...21","2s...22","207Pb/206Pb...23","2s...24","Best Age","2s...26","Concordance","6/8 - 7/6","6/8 - 7/5","U238_CPS","U238_CPS_Int2SE","Th232_CPS","Th232_CPS_Int2SE","Pb208_CPS","Pb208_CPS_Int2SE","Pb207_CPS","Pb207_CPS_Int2SE","Pb206_CPS","Pb206_CPS_Int2SE","Pb204_CPS","Pb204_CPS_Int2SE","206Pb/204Pb","2s","discordant"
"1","45032.540254363426","MF22-16-115",77327,15849,437,96,0.00683168316831683,0.00160594022304692,0.000920398009950249,3.52455670971542e-05,-0.10046,1086.48648648649,41.1927737181232,0.0538332712672862,0.0130464554573263,0.205418562950647,0.000334,4.05539443211138e-05,5.93053797532437,0.227103027029377,6.913188,1.61958,364.081222403507,546.450400873822,5.87290562025124,0.243230098762461,0.857858658608626,98.371094796877,14.2141371632832,27,1,2.53,0.093,100.602,11.178,61.479,14.283,1228.959,50.301,10.4328,5.7753,117.797619047619,65.3873958333554,"no"
"2","45032.785181562504","MF22-16-328",77279,14222,75.7,55.4,0.00940594059405941,0.00580311123450171,0.00182786069651741,8.80331051366473e-05,0.38776,547.087642896026,26.0872132849938,0.0373213944649261,0.0220111335464578,0.443054607485225,0.000631,9.98011242421647e-05,11.7723912460333,0.566979835086094,9.505996,5.837474,-533.298112540875,1581.05974384805,11.9057841986299,0.655429812822371,1.23841743912352,102.207469137654,-23.8417441584585,4.14,0.39,1.24,0.1,101.223,15.525,13.041,8.073,387.504,33.534,-1.4904,5.2785,-260,-921.108179193833,"no"
"3","45032.562879189813","MF22-16-163",74330,15038,192,114.5,0.0112871287128713,0.00290894895108182,0.00185870646766169,8.02294808658264e-05,0.02006,538.008565310492,22.9921866098691,0.0440424421619288,0.0110351438595063,-0.040389193800118,0.000652,7.31713167846527e-05,11.9708700099642,0.516712403556626,11.396562,2.920731,-108.320845350609,616.640309067987,12.0047062191152,0.539295766560924,1.05039306572956,111.051307780342,-5.03930931068706,11.82,0.62,2.93,0.16,234.117,28.566,45.333,11.799,1112.832,56.511,9.315,8.694,119.466666666667,111.667139324594,"no"
"4","45032.751760277781","MF22-16-257",79384,15065,116.3,306.2,0.0145544554455446,0.00271595949896165,0.00206666666666667,8.92556530422583e-05,0.094655,483.870967741935,20.6901045024641,0.051076867140938,0.00955545833542274,0.133074579289093,0.000611,2.69319215801621e-05,13.3088415721452,0.574785167302149,14.671834,2.718178,244.300368086601,430.960751427608,13.2283671053095,0.587746437842395,0.907101411919317,94.5522629882296,9.28985720431955,9.36,0.17,9.98,0.23,761.346,33.534,45.954,8.073,983.043,29.808,-0.00621,5.4648,-158300,-139304000.082697,"no"
"5","45032.759710439816","MF22-16-274",71475,14935,236.7,88.6,0.015049504950495,0.00192416631297817,0.00215721393034826,0.00010080223013406,0.029732,463.560885608856,21.4462613202596,0.0505973443779109,0.00677719706073241,0.307890946886737,0.000701,7.04099453202458e-05,13.8913165848388,0.649113039532403,15.167167,1.924799,222.528335568692,309.776499853822,13.8159518902115,0.649757132912034,0.915880755226812,93.7575066342279,8.41192303850315,13.71,0.35,2.107,0.065,176.364,14.904,70.173,9.315,1546.29,45.333,8.0109,4.7196,193.023255813953,113.859840441328,"no"
"6","45032.785592604167","MF22-16-329",77376,14295,199,109.2,0.0242574257425743,0.00323729825626247,0.00356218905472637,0.000157246812368328,0.15859,280.72625698324,12.2691834457092,0.049388572184231,0.00637484713542215,0.119060678972225,0.001207,8.73998832951166e-05,22.9225430217888,1.01187690102232,24.336587,3.20925,166.318930066628,301.601796220425,22.8383438342478,1.01396995450807,0.941896386822476,86.2177185648044,5.81036271935403,10.9,0.72,2.45,0.18,350.865,32.292,85.077,11.799,1987.2,130.41,1.242,5.0301,1600,6480.85063861219,"no"
"7","45032.575503437503","MF22-16-188",80137,14723,117.3,65.4,0.0224752475247525,0.00382702443159173,0.00359203980099503,0.000131578265682445,0.16094,278.393351800554,10.0964740514683,0.0453797468158032,0.00755404553865013,0.0552721542756934,0.001126,7.44859073919356e-05,23.1142874042984,0.846688237780852,22.568311,3.800479,-35.2228359030471,403.951700341774,23.1467714789514,0.867070656122929,1.02419218081646,165.623016465573,-2.41921694671079,7.14,0.45,1.634,0.077,217.35,22.977,54.648,10.557,1304.1,68.31,7.7625,5.4027,168,117.258676369811,"no"
"8","45032.501363703705","MF22-16-32",75599,16720,317,195,0.0228712871287129,0.00215021952367659,0.00364776119402985,8.55091948272231e-05,0.00067036,274.140752864157,6.36250217604426,0.0454739764464582,0.00419890890589448,0.032789616041709,0.0013,9.84936546179499e-05,23.4721949928392,0.550224750992523,22.961527,2.134478,-30.1915626043984,223.855467366315,23.5025883852727,0.558891212845571,1.02224015122524,177.744220464494,-2.2240158193279,19.77,0.91,5.07,0.27,768.798,55.269,152.766,13.662,3701.16,155.25,9.4392,5.4027,392.105263157895,225.030540166407,"no"
"9","45032.782721736112","MF22-16-322",76626,14359,2349,2545,0.0244257425742574,0.00100888233208834,0.00371144278606965,0.000141298124545232,0.83584,269.436997319035,10.1559073244502,0.047731351439626,0.00133446162927227,0.122578645582968,0.001174,3.65418992390926e-05,23.8812079063117,0.90918009074579,24.503431,0.999977,85.9743010574568,66.3074391526522,23.8441409361839,0.898532215530693,0.974606678023106,72.2228530937962,2.5393304867728,128.6,3.4,56.8,1.6,7774.92,142.83,1049.49,40.986,23939.55,503.01,6.1479,3.8502,3893.93939393939,2440.00086203382,"no"
"10","45032.511749386576","MF22-16-56",79023,16941,592,452,0.0243564356435644,0.00138998705029939,0.00400696517412935,0.000119292462460962,-0.077008,249.565433325056,7.356135659679,0.0440856136904553,0.00284541807121555,0.495002271375922,0.00132,5.13123766746386e-05,25.7789438833545,0.767472029790354,24.434734,1.377811,-105.910179064286,158.771142140629,25.8590764695663,0.766829467859187,1.05501225969585,124.340383626117,-5.50122576883598,36.5,1.8,11.83,0.55,1794.69,86.94,301.806,16.767,7296.75,298.08,14.904,7.452,489.583333333333,245.607329022251,"no"
