"","analysis","U_ppm","Th_ppm","Pb_ppm","Th_U","206Pb_cps","206Pb_204Pb","206Pb_204Pb_1s","208Pb_232Th","208Pb_232Th_2s","207Pb_235U","207Pb_235U_2s","206Pb_238U","206Pb_238U_2s","error_corr","238U_206Pb","238U_206Pb_2s","207Pb_206Pb","207Pb_206Pb_2s","208Pb_232Th_date","208Pb_232Th_date_2s","208Pb_232Th_date_2s_sys","207Pb_206Pb_date","207Pb_206Pb_date_2s","207Pb_206Pb_date_2s_sys","207Pb_235U_date","207Pb_235U_date_2s","207Pb_235U_date_2s_sys","206Pb_238U_date","206Pb_238U_date_2s","206Pb_238U_date_2s_sys","68_75_disc","68_75_disc_2s","68_76_disc","discordant"
"11","MF22-1 154    9/3/2022 2:57:24 PM    (Run: 1)",236.717993243352,263.440786795844,4.62864236712467,1.11288872969204,2027.16577540107,2027.16577540107,39.9534764046461,0.00577211245412048,7.47630973862255,0.0796973383155454,10.517975169791,0.0128822179061391,3.66624707848036,0.345222018037703,77.6263844693578,3.66624707848036,0.0448695693738541,9.85831801231195,116.33136683619,8.67231254403762,9.34178159893952,-62.7611649815979,240.499074327018,240.818311241303,77.8603437685903,7.88322348164823,7.91356100629522,82.5137658677251,3.00587993729385,3.07168154557522,-5.97662670609993,11.4033349978905,231.472648558896,"no"
"12","MF22-1 231    9/3/2022 5:53:25 PM    (Run: 1)",51.842496580529,47.5507032953241,0.90583181501405,0.917214764560223,366.978609625668,366.978609625668,14.6557970627071,0.0048815074470171,28.4888595878947,0.05851011160921,47.3161174230895,0.0129148130885208,8.35988975765774,0.176351482197204,77.4304663293065,8.35988975765774,0.032858030366122,46.5717426261398,98.4257066598157,27.9721989417527,28.0985225530127,-887.825343302393,1346.89838018402,1346.97948054931,57.7370810978328,26.5567501163337,26.5616997080737,82.7212121644436,6.87122165873364,6.89935219825453,-43.2722447888841,66.9654840888797,109.317284394783,"no"
"13","MF22-1 243    9/3/2022 6:19:30 PM    (Run: 1)",55.3355837007939,30.6021232558547,0.879466492904867,0.5530279290325,495.24064171123,11.8730769230769,0.541481534133921,0.00391917910070139,26.1855037456209,0.122880872256091,18.7030410537726,0.0131964579439445,7.84239711047213,0.418419477042194,75.7779098185111,7.84239711047213,0.0675344912695248,16.9794155441453,79.0601983547906,20.6618751976325,20.7694132405145,854.302951256119,352.708869319,352.868872677289,117.680449017618,20.7822583568735,20.8069711548963,84.5134132424141,6.58462050792981,6.61510469558343,28.1839813257665,13.8620792612348,90.1073251452368,"no"
"14","MF22-1 54    9/2/2022 8:29:37 PM    (Run: 1)",366.462151833229,359.509950963794,6.33953673411059,0.981028870690584,2315.58823529412,270.634375,7.54743086869264,0.00387197662462021,13.1140388020269,0.0823363718346051,14.6367811609715,0.0132375575205089,4.48750287315226,0.302779715506319,75.5426368082405,4.48750287315226,0.0451110141689136,13.9318943693103,78.1098371897685,10.223587108455,10.5660492843497,-49.6472491373666,339.016097069659,339.453037688532,80.3391499319431,11.3058953982383,11.3421563031597,84.7749020362842,3.77937099766063,3.86067731175914,-5.5212833445446,15.5770301732374,270.75447987405,"no"
"15","MF22-1 44    9/2/2022 8:06:43 PM    (Run: 1)",152.597717849564,108.549572551974,2.51157525084024,0.711344665448967,877.967914438503,48.7400795070607,0.791054743581093,0.00405044459870537,20.8827476053338,0.0790519927409667,14.546734110672,0.0133585430510842,3.83189521412153,0.258929197167237,74.8584629458402,3.83189521412153,0.0429192824876304,14.0329630639641,81.7028254878667,17.0273571144254,17.2604147633461,-172.275571470292,349.693768187355,350.137969694822,77.2532580175819,10.820961764728,10.8558094310883,85.5445895342886,3.25632535822843,3.35081438664,-10.7326625821006,16.0730155169063,149.655670159272,"no"
"16","MF22-1 278    9/3/2022 7:50:52 PM    (Run: 1)",774.330884276329,578.725518877747,13.8557345128508,0.747387881110553,6217.19251336898,2113.84545454546,35.1700056866644,0.0051114991963915,6.17381486802892,0.0941842318598112,7.32271615282666,0.0136765020741212,2.84406586994202,0.382198486741623,73.1181112378297,2.84406586994202,0.0499461353493996,6.74784863362386,103.051222252308,6.34600045667879,7.05296516911926,192.461705151162,156.919875636517,157.363591974287,91.3937065414979,6.40014567368512,6.4466652521218,87.5669478326074,2.47362301233265,2.55255811434042,4.18711402973139,7.23494040878852,54.5016252641889,"no"
"17","MF22-1 152    9/3/2022 2:54:10 PM    (Run: 1)",497.636173715963,212.231931190778,8.22628563696477,0.426480112179133,4279.03743315508,504.05653424963,14.4535472922238,0.00602437603273864,6.92437042469434,0.0839492068894256,5.79801317092902,0.0136798618219833,2.2829976780168,0.384004947335224,73.1001535697545,2.2829976780168,0.0445075421792581,5.32962271952118,121.400257762182,8.38100891269586,9.13363055441939,-82.4862410931321,130.509937052796,131.101589511297,81.8510888018984,4.55949531592389,4.61714425800122,87.5883139097831,1.98611580412453,2.09683987349596,-7.00934488699383,6.4358824569627,206.185362248342,"no"
"18","MF22-1 78    9/3/2022 11:54:45 AM    (Run: 1)",545.22474024629,646.851335456058,10.6864227635186,1.18639395410388,5218.90374331551,398.340816326531,11.4701765661276,0.00465560868514181,6.39260550642408,0.0920795242213106,8.49997764561197,0.013718270703227,3.02694911974706,0.346381583365559,72.8954852716798,3.02694911974706,0.0486813287039297,7.94274505459956,93.8814771503686,5.98755619803773,6.75060928657039,132.519851586506,186.753437975626,187.493126966502,89.4386952831767,7.27706906064704,7.34732050853468,87.8325674215389,2.64061703666012,2.7674024784461,1.79578632777736,8.51828540969631,33.7211999787036,"no"
"19","MF22-1 364    9/3/2022 11:02:05 PM    (Run: 1)",775.583663034721,984.047950821135,14.859805145397,1.26878375309084,5955.36898395722,454.552653061225,5.13896321649042,0.00384203172982709,4.26300151057831,0.0866448393889073,8.57953612191567,0.013949531625963,2.39927483856596,0.27336781411509,71.6869947187899,2.39927483856596,0.0450486520429576,8.23722770817222,77.5069120682104,3.297793815718,3.95691598775215,-52.9897431913713,200.569671861206,200.951620808265,84.3730720991473,6.94622420465652,6.98389231177432,89.3030289013186,2.12785236285412,2.22574145348986,-5.84304527441892,9.07140904087126,268.528895448318,"no"
"20","MF22-1 103    9/3/2022 12:53:24 PM    (Run: 1)",395.365297255769,607.818045405965,8.58071934871382,1.53735810812135,3768.54010695187,331.631529411765,4.91696589709732,0.00467213822335731,7.84658516417615,0.124581129848267,8.31989000682824,0.0139561400993202,3.58452378395641,0.422440894528407,71.6530496887682,3.58452378395641,0.0647419341985838,7.50811287661362,94.214023646757,7.37538097256748,7.97425707725358,765.946468527152,158.180815968403,158.881953649966,119.21677138748,9.35855870231934,9.45433043995734,89.3450436330353,3.18050309739218,3.2927771856533,25.0566488311908,6.45971766918796,88.33534100564,"no"
"21","MF22-1 234    9/3/2022 5:58:16 PM    (Run: 1)",632.321094910573,357.323943788079,10.7024983726659,0.565098881982759,5221.27272727273,507.20935064935,8.80608268780289,0.00457017552400535,14.3891977344749,0.0980062919063694,7.54453319770017,0.0139581319744145,3.14564364084961,0.411438582871474,71.6428245436438,3.14564364084961,0.0509243369250157,6.85747090813971,92.1626184737237,13.2312727442414,13.4627628412715,237.382418804295,158.16968931596,158.608504260524,94.9343284810788,6.83772158973001,6.88789214112061,89.3577073358684,2.79148311008444,2.8717261504762,5.87418822509703,7.38969651273595,62.3570659588158,"no"
