"","Timestamp","Comment","X","Y","U ppm","Th ppm","207Pb/235U...7","2s...8","206Pb/238U...9","2s...10","rho...11","238U/206Pb","2s...13","207Pb/206Pb...14","2s...15","rho...16","208Pb/232Th","2s...18","206Pb/238U...19","2s...20","207Pb/235U...21","2s...22","207Pb/206Pb...23","2s...24","Best Age","2s...26","Concordance","6/8 - 7/6","6/8 - 7/5","U238_CPS","U238_CPS_Int2SE","Th232_CPS","Th232_CPS_Int2SE","Pb208_CPS","Pb208_CPS_Int2SE","Pb207_CPS","Pb207_CPS_Int2SE","Pb206_CPS","Pb206_CPS_Int2SE","Pb204_CPS","Pb204_CPS_Int2SE","206Pb/204Pb","2s","discordant"
"11","45032.688344710645","MF22-18-155",46681,14191,415,292,0.112302492075237,0.0251001513939657,0.00257960970305225,0.000245782424107177,0.97771,387.655542936118,34.9992740174493,0.31574328066801,0.0354871751482138,0,0.00325,0.000653241915372858,16.6078209237784,1.58237522558328,108.069436,22.913073,3549.22347068846,173.107493555394,10.9427393007562,1.28886566054598,0.153677316477064,99.5320717035449,84.6322683466412,41.8,1.5,11.33,0.59,4843.8,869.4,1620.81,316.71,5533.11,347.76,96.876,19.251,57.1153846153846,11.9040077735955,"yes"
"12","45032.747089606484","MF22-18-277",45695,13286,218,123.8,0.022852577849518,0.00195302432140514,0.00348854098463698,0.000148606863906079,0.025602,286.652788201099,11.4665755484685,0.0475105538014724,0.00420020761391625,0.357322360610768,0.001142,5.5880816028401e-05,22.4494449016303,0.956314292409196,22.942955,1.938762,74.9664143193965,210.104281504064,22.4200844941197,0.903691071218877,0.978489702843791,70.0539967057998,2.15103110462336,20.5,1.1,4.6,0.3,665.091,45.954,158.976,16.146,3688.74,167.67,19.251,8.073,191.612903225806,80.8244477505168,"no"
"13","45032.712652557871","MF22-18-206",44298,13753,215.1,125.5,0.0305964121121413,0.00543389694418288,0.00351090116549659,0.000194014844792866,0.64616,284.827157718796,14.8053166337179,0.063204881768887,0.0100765867236877,-0.204151539526274,0.0013,0.00015223665787188,22.5930851877074,1.24850963028037,30.601285,5.353683,715.131580232349,338.660433768413,22.1148136163114,1.18417693497745,0.738305112879279,96.8407093446542,26.1694886743894,21.81,0.81,4.94,0.17,856.98,117.99,232.254,44.712,3980.61,173.88,11.799,6.21,337.368421052632,178.172821829412,"no"
"14","45032.614958888887","MF22-18-3",38408,15495,384,222.5,0.023816994955326,0.00119698955718085,0.00353706314353056,0.000111758460977234,0.52877,282.72042635966,8.49074689739419,0.0488363139568873,0.00211804060395451,0.0129450227160683,0.001125,3.07774267930248e-05,22.7611438980509,0.719170201069259,23.899878,1.187129,139.979933475889,101.833688524224,22.6933568829948,0.683456906501563,0.952353981152661,83.739709447732,4.76460215382295,34.7,1.7,7.83,0.32,1080.54,68.31,272.619,17.388,6346.62,285.66,31.9194,4.2849,198.832684824903,28.1519225627858,"no"
"15","45032.726108460651","MF22-18-234",38837,13984,265.6,148.3,0.0254465209645532,0.00196571004982932,0.00354454496583965,0.000120542150304365,0.79145,282.123660339322,9.07285224660873,0.0520674908429144,0.0035451397715746,-0.113182175503559,0.001194,7.96633818011764e-05,22.8092046497875,0.775690702675677,25.514696,1.946419,288.374976337753,155.606427361476,22.648019156095,0.734701676798814,0.893963425104923,92.0904355365867,10.6036589666304,27.41,0.42,5.805,0.082,882.441,55.89,232.254,15.525,5048.73,105.57,17.388,8.073,290.357142857143,134.945324807768,"no"
"16","45032.619057187498","MF22-18-13",40675,15282,1113,889,0.0307250941481163,0.00190119541341757,0.00401646486049082,0.000124254527482905,0.64825,248.97516466204,7.52694307133939,0.055481472111865,0.00282389872339643,-0.319843083377508,0.001407,5.65053944327442e-05,25.8399381048061,0.799391856003399,30.72806,1.872897,431.677303983303,113.41333553636,25.5476244515198,0.777033400197332,0.840923197414267,94.0140614606401,15.9076814325211,107.2,3.3,33.2,0.96,5899.5,254.61,1105.38,62.1,21672.9,745.2,40.986,6.21,528.787878787879,82.1565143780559,"no"
"17","45032.73569134259","MF22-18-255",41571,13591,289.6,181.4,0.0949382581891909,0.00734725118666839,0.00416333519508378,0.000181364715421716,0.7279,240.192046314416,9.94711287587087,0.165385947983668,0.0134222054819616,0.311794068505774,0.00335,0.000287904498054476,26.7828686227944,1.16672502172926,92.093188,6.81342,2511.48258818625,136.454803453838,22.7544846047685,1.07622684350667,0.290823557389961,98.9335833444047,70.9176441771193,30.33,0.72,7.32,0.2,2993.22,204.93,950.13,80.73,6396.3,223.56,65.826,9.315,97.1698113207547,14.1636538898569,"yes"
"18","45032.720189409723","MF22-18-222",47058,13703,345,131.6,0.030653406868273,0.00189991157688983,0.00449651819667581,0.000220145406493072,0.80413,222.394296266672,10.4038472956831,0.0494425794070606,0.00239161953495952,0.143384463834266,0.001511,8.83303368045203e-05,28.921444392876,1.41596738937772,30.657437,1.871762,168.87208218615,112.973791373116,28.8175115292573,1.34891843634957,0.943374506703156,82.873756266595,5.6625497008245,35.2,1.5,5.13,0.21,983.664,56.511,344.655,19.872,8023.32,291.87,11.2401,5.7132,713.812154696133,363.749674054928,"no"
"19","45032.723251180556","MF22-18-227",37618,14240,183.6,159.9,0.212750591131565,0.0561602848995622,0.00537847627158832,0.00057081727374003,0.94804,185.926264150774,18.6658064353752,0.286886586923126,0.049279383113022,-0.647958047556312,0.0055,0.00130464554573263,34.5789777446668,3.66986425304037,195.858248,47.020551,3400.81404265924,267.439521691465,24.0652035345201,3.30545662922584,0.176551041848987,98.9832146859277,82.3448958122679,18.83,0.85,6.23,0.31,4098.6,869.4,1285.47,310.5,5123.25,360.18,90.666,21.114,56.5068493150685,13.7456995553421,"yes"
"20","45032.73954696759","MF22-18-262",43212,13442,395,195.5,0.0478894579277959,0.00276880913029411,0.00747472022607306,0.000336219035749019,0.87766,133.784271485083,5.83631524142733,0.0464669004981557,0.00142889607739681,-0.440158327054637,0.0024,0.000110923396990896,48.0059496333765,2.15934691972136,47.497691,2.682918,21.9149119224434,73.8156142014119,48.0368595860857,2.09210631210012,1.01070069592283,-119.056092049418,-1.07007019220466,41.1,1.8,7.86,0.34,2328.75,155.25,639.009,31.05,15525,745.2,14.904,7.452,1041.66666666667,523.227829067903,"no"
"21","45032.666972488427","MF22-18-111",40897,14546,95.2,34.9,0.0567005245170523,0.00339100044234736,0.00778717665813993,0.000297140303560456,0.66855,128.416246850481,4.60819091046465,0.0528087362411774,0.00223428198757453,-0.268536431830118,0.00266,0.000149767286147543,50.0049191908539,1.90806983328866,55.999737,3.258411,320.587913783394,96.1372493291771,49.6385201318655,1.78238322980402,0.89294918160316,84.4021196555027,10.7050820776999,9.71,0.44,1.352,0.056,455.193,34.155,180.711,11.178,3943.35,167.67,22.2318,5.7753,177.374301675978,46.6908235084816,"no"
"22","45032.69041408565","MF22-18-160",37542,14570,1544,841,0.0551338790030849,0.00194278254058451,0.00855164858442979,0.000255485107198052,0.93368,116.936516991674,3.50307826477814,0.0467592383149198,0.00106101091417572,-0.467469882489373,0.002571,7.75113952912731e-05,54.8930886214054,1.63996058682842,54.493231,1.869591,36.9481600205286,54.3138035488742,54.9175553471743,1.64208260520111,1.00733775116209,-48.5678545045448,-0.7337748451828,155.7,5.5,32.6,1.3,10693.62,471.96,2887.65,117.99,66819.6,2297.7,24.84,6.831,2690,745.510772893323,"no"
"23","45032.621687511572","MF22-18-16",41091,15251,266.9,112.8,0.0884858626431887,0.016096508938276,0.00864946166059732,0.000266545380751571,0.7993,115.614131750593,3.43415096903572,0.0741965200296959,0.0110912758508659,0,0.00436,0.000764986169809625,55.5182554416053,1.71087347583245,86.091906,15.015466,1046.81770085717,301.433601875209,53.6174370564868,1.77294637855662,0.644871951182363,94.6964733786843,35.5128048371873,26.63,0.61,4.293,0.084,2359.8,434.7,745.2,111.78,11817.63,335.34,37.26,9.936,317.166666666667,85.055279047377,"no"
"24","45032.73709033565","MF22-18-256",41663,13584,331,123,0.0608510050430872,0.00332777703580033,0.00907251176736129,0.00040438798201727,0.82978,110.223059020716,4.76737114882332,0.0486450821028,0.00146,-0.31953744415536,0.003,0.000134164078649987,58.221458641911,2.59509811329261,59.98012,3.185149,130.759751825089,70.5919265241203,58.1134172870413,2.50817952445793,0.970679265899732,55.4744806186301,2.93207375725331,34.6,1.2,4.96,0.14,1850.58,68.31,689.931,24.84,15891.39,434.7,22.977,6.831,691.621621621622,206.485772898932,"no"
"25","45032.659428935185","MF22-18-95",38558,14653,109,22.15,0.135944888329975,0.0211728599863127,0.00907410874161931,0.000336481143602431,0.8541,110.203660599018,3.86542642858107,0.108656979501653,0.0141566238913097,-0.689641999590795,0.0102,0.00171219625043393,58.2316608317819,2.15931463777569,129.425603,18.92571,1777.02101063302,237.7070520944,53.7038005354462,2.16760929613612,0.449923812479566,96.7230741514397,55.007618676668,11.04,0.26,0.85,0.024,1186.11,229.77,496.8,80.73,5110.83,142.83,37.881,6.21,134.918032786885,22.4367938226624,"yes"
