,site_info,,,,,,,,,,,,,,,,,,,,,
site_id,MF5-,,,,,,,,,,,,,,,,,,,,,
site_name,Merced Formation 5,,,,,,,,,,,,,,,,,,,,,
site_lat,37.69120465,(ºN),,,,,,,,,,,,,,,,,,,,
site_long,-122.4976319,(ºE),,,,,,Sun Compass Information,,,,,,,,,Calculated Fields,,,,,
site_elevation,0.0,,,,,,,,,,,,,,,,,,,,,
sample_name,comment,strat_level,magnetic_core_strike,core_dip,bedding_strike,bedding_dip,correct_bedding_using_local_dec,shadow_angle,GMT_offset,year,month,days,hours,minutes,mass,runs,sun_core_strike,calculated_IGRF,IGRF_local_dec,calculated_mag_dec,core_strike,corrected_bedding_strike
1a,sun compass orientation,     0,213,24.0,318.0,60.0,no,199,-7,2023,3,27,14,29,1.0,nan,229.4,[13.140156148742427; 61.1012792105056; 47670.79038218001],13.140156148742427,16.400000000000006,229.4,nan
2a,sun compass orientation,     0,199,34.0,318.0,60.0,no,184,-7,2023,3,27,14,32,1.0,nan,215.5,[13.140155714933455; 61.10127921166072; 47670.78985004746],13.140155714933455,16.5,215.5,nan
3a,sun compass orientation,     0,207,23.0,318.0,60.0,no,191,-7,2023,3,27,14,35,1.0,nan,223.6,[13.140155281124473; 61.10127921281585; 47670.789317914925],13.140155281124473,16.599999999999994,223.6,nan
4a,sun compass orientation,     0,265,43.0,318.0,60.0,no,245,-7,2023,3,27,14,38,1.0,nan,278.7,[13.140154847315483; 61.10127921397098; 47670.7887857824],13.140154847315483,13.699999999999989,278.7,nan
5a,sun compass orientation,     0,223,49.0,318.0,60.0,no,205,-7,2023,3,27,14,40,1.0,nan,239.4,[13.140154558109467; 61.10127921474106; 47670.78843102738],13.140154558109467,16.400000000000006,239.4,nan
6a,sun compass orientation,     0,174,70.0,318.0,60.0,no,155,-7,2023,3,27,14,43,1.0,nan,190.4,[13.140154124300464; 61.10127921589618; 47670.787898894865],13.140154124300464,16.400000000000006,190.4,nan
7a,sun compass orientation,     0,164,55.0,318.0,60.0,no,141,-7,2023,3,27,14,54,1.0,nan,180.1,[13.140152533667326; 61.10127922013163; 47670.785947742275],13.140152533667326,16.099999999999994,180.1,nan
