localityId, localityName, dataId, x, y, latitude, longitude, zone, altitude, horiz_precision, vert_precision, planeType, dip, dipAzimuth, strike, declination, unitId, timedate, notes
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 131076463a01b739d79fd1b5e20b5375, 544371.46221156, 4171152.37001998, 37.68650691, -122.49675130, 10S, 3.37384047, 4.73727111, -1.00000000, Bedding, 50.80352402, 17.15413475, 287.15414429, 13.11635399, Merced, Thu Jun  1 15:39:55 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, db788edcc48f6d87f52284c98d8d48c8, 544371.01426031, 4171151.77495766, 37.68650157, -122.49675642, 10S, 3.38708735, 4.72780883, -1.00000000, Bedding, 60.47847748, 24.05177116, 294.05175781, 13.11635399, Merced, Thu Jun  1 15:39:42 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, c1da3aa449d3ef1140e27013c2aa93a0, 544371.43858050, 4171157.22379942, 37.68655066, -122.49675127, 10S, 3.38268492, 4.73095971, -1.00000000, Bedding, 60.91106415, 25.09488106, 295.09487915, 13.11635399, Merced, Thu Jun  1 15:39:24 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, c1222dbb7daf91c502079b44ecc2003d, 544372.30242325, 4171158.86419269, 37.68656541, -122.49674137, 10S, 3.39264387, 4.72382309, -1.00000000, Bedding, 58.17668152, 32.50550842, 302.50549316, 13.11635399, Merced, Thu Jun  1 15:39:17 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, b675ed0fecbacca8a15c301f52697be6, 544364.60704533, 4171173.89666486, 37.68670127, -122.49682773, 10S, 3.37976700, 4.73304469, -1.00000000, Bedding, 61.24615860, 35.25988388, 305.25988770, 13.11635399, Merced, Thu Jun  1 15:38:47 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, cee4b218946fd8448638787e0fa28c75, 544367.50338904, 4171173.36317025, 37.68669632, -122.49679492, 10S, 3.60625563, 4.56283436, -1.00000000, Bedding, 60.10044098, 36.44766617, 306.44766235, 13.11635399, Merced, Thu Jun  1 15:38:30 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 8f5b69c0a8d7ae782a62faa3d90b4177, 544366.03832636, 4171175.06180983, 37.68671170, -122.49681143, 10S, 3.60625566, 4.56283433, -1.00000000, Bedding, 53.41134644, 28.73056602, 298.73056030, 13.11635399, Merced, Thu Jun  1 15:38:21 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 0b1bd01818b15235db945a917136d296, 544394.97108935, 4171042.19679927, 37.68551278, -122.49649139, 10S, 3.47389469, 4.66439628, -1.00000000, Bedding, 54.83247375, 35.18362427, 305.18362427, 13.11635399, Merced, Thu Jun  1 13:28:10 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 409c5befb33de0b807194cb147f5b9a2, 544394.90297408, 4171042.68185013, 37.68551716, -122.49649213, 10S, 3.45452109, 4.67876277, -1.00000000, Bedding, 55.64830399, 39.50913239, 309.50912476, 13.11635399, Merced, Thu Jun  1 13:27:54 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 47d814d00bc7e3a5b358d4fe42a16804, 544386.83404889, 4171033.95394933, 37.68543888, -122.49658418, 10S, 3.37292617, 4.73792212, -1.00000000, Bedding, 57.20730972, 31.71983719, 301.71984863, 13.11635399, Merced, Thu Jun  1 13:27:11 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 679af360448eb57fd3bbefaccba9018f, 544387.12496634, 4171032.81008894, 37.68542856, -122.49658095, 10S, 3.36631662, 4.74262053, -1.00000000, Bedding, 60.00830078, 38.82170105, 308.82171631, 13.11635399, Merced, Thu Jun  1 13:26:41 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 79685c20d318ffbfb46612431f235c98, 544391.61153419, 4171010.59366900, 37.68522810, -122.49653142, 10S, 3.30848612, 4.78314297, -1.00000000, Bedding, 60.84606171, 37.35201263, 307.35202026, 13.11635399, Merced, Thu Jun  1 13:26:09 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 27be6cb6beac7cfa1d619d3b546d4f5b, 544422.99212888, 4170842.13584809, 37.68370827, -122.49618580, 10S, 3.33208843, 4.76673093, -1.00000000, Bedding, 69.05828094, 35.73825073, 305.73825073, 13.11635399, Merced, Thu Jun  1 13:12:36 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, d2ea4bd328027836a862b864bb1ec4a1, 544425.93814832, 4170839.76467483, 37.68368675, -122.49615253, 10S, 3.00000000, 3.53553391, -1.00000000, Bedding, 62.64234543, 48.44664001, 318.44665527, 13.11635399, Merced, Thu Jun  1 13:11:57 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, ecfc8e0cd523230d4605cbf20b2a51ba, 544374.69885486, 4171129.21814014, 37.68629809, -122.49671600, 10S, 3.33777586, 4.76275019, -1.00000000, Bedding, 61.16773605, 38.30228043, 308.30227661, 13.11635399, Merced, Thu Jun  1 12:52:23 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 2acfa1be38f24b47caa0db15920ee208, 544372.69560161, 4171130.27093431, 37.68630768, -122.49673866, 10S, 3.31236813, 4.78045546, -1.00000000, Bedding, 62.26951981, 39.39960861, 309.39959717, 13.11635399, Merced, Thu Jun  1 12:52:11 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, beeac5703539685e9426049b3d4de53e, 544372.73550427, 4171130.01946879, 37.68630541, -122.49673822, 10S, 3.30396984, 4.78626371, -1.00000000, Bedding, 62.48706436, 44.19109344, 314.19110107, 13.11635399, Merced, Thu Jun  1 12:52:05 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, becdc09b898ef1cd105ceca516e213f2, 544383.20603424, 4171105.84291784, 37.68608700, -122.49662094, 10S, 3.43147727, 4.69568959, -1.00000000, Bedding, 64.80023193, 27.05155563, 297.05154419, 13.11635399, Merced, Thu Jun  1 12:50:47 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 4ef23b8dd906de19a4858770dfdd806d, 544383.02929921, 4171084.90846398, 37.68589832, -122.49662422, 10S, 3.38630543, 4.72836891, -1.00000000, Bedding, 56.41735458, 26.07119560, 296.07119751, 13.11635399, Merced, Thu Jun  1 12:49:53 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, c6cf1e250c7654b6533377486de78b23, 544385.90909977, 4171031.12192090, 37.68541340, -122.49659484, 10S, 3.28665464, 4.79817031, -1.00000000, Bedding, 67.14387512, 35.70737457, 305.70736694, 13.11635399, Merced, Thu Jun  1 12:48:31 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, 58db5dde5fa761549bfdb2d6f7f40cd8, 544385.36092771, 4171032.23487470, 37.68542346, -122.49660099, 10S, 3.26575494, 4.81241953, -1.00000000, Bedding, 70.32536316, 35.95547104, 305.95547485, 13.11635399, Merced, Thu Jun  1 12:48:22 2023, 
626cf2e82d08d9ec2616b3d95c4d8903, Locality 1, ff4a7d5ef675d82c2b9654de78fee898, 544386.54337811, 4171032.14964093, 37.68542263, -122.49658758, 10S, 3.36284471, 4.74508298, -1.00000000, Bedding, 57.99298859, 38.03639984, 308.03640747, 13.11635399, Merced, Thu Jun  1 12:45:29 2023, 
