tab	sites											
age_high	age_low	age_unit	citations	geologic_classes	geologic_types	height	lat	lithologies	location	lon	method_codes	site
773	598	ka	This study	Sedimentary	Sediment Layer	786.45	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-42
773	598	ka	This study	Sedimentary	Sediment Layer	787.65	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-43
773	598	ka	This study	Sedimentary	Sediment Layer	789.05	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-44
773	598	ka	This study	Sedimentary	Sediment Layer	790.15	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-45
773	598	ka	This study	Sedimentary	Sediment Layer	791.25	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-46
773	598	ka	This study	Sedimentary	Sediment Layer	790.9	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-47
773	598	ka	This study	Sedimentary	Sediment Layer	791.18	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-48
773	598	ka	This study	Sedimentary	Sediment Layer	791.88	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-49
773	598	ka	This study	Sedimentary	Sediment Layer	793.38	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-50
773	598	ka	This study	Sedimentary	Sediment Layer	794.88	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-51
773	598	ka	This study	Sedimentary	Sediment Layer	795.08	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-52
773	598	ka	This study	Sedimentary	Sediment Layer	795.2	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-53
773	598	ka	This study	Sedimentary	Sediment Layer	795.35	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-54
773	598	ka	This study	Sedimentary	Sediment Layer	795.8	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-55
773	598	ka	This study	Sedimentary	Sediment Layer	795.93	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-56
773	598	ka	This study	Sedimentary	Sediment Layer	796.17	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-57
773	598	ka	This study	Sedimentary	Sediment Layer	796.25	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-58
773	598	ka	This study	Sedimentary	Sediment Layer	796.32	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-59
773	598	ka	This study	Sedimentary	Sediment Layer	796.36	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-60
773	598	ka	This study	Sedimentary	Sediment Layer	796.36	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-61
773	598	ka	This study	Sedimentary	Sediment Layer	796.36	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-62
773	598	ka	This study	Sedimentary	Sediment Layer	796.42	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-63
773	598	ka	This study	Sedimentary	Sediment Layer	796.6	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-64
773	598	ka	This study	Sedimentary	Sediment Layer	796.66	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-65
773	598	ka	This study	Sedimentary	Sediment Layer	796.74	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-66
773	598	ka	This study	Sedimentary	Sediment Layer	803.54	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-67
773	598	ka	This study	Sedimentary	Sediment Layer	803.74	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-68
773	598	ka	This study	Sedimentary	Sediment Layer	803.89	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-69
773	598	ka	This study	Sedimentary	Sediment Layer	804.02	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-70
773	598	ka	This study	Sedimentary	Sediment Layer	804.26	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-71
773	598	ka	This study	Sedimentary	Sediment Layer	804.32	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-72
773	598	ka	This study	Sedimentary	Sediment Layer	804.49	37.7	Sandstone	Thornton Beach	-122.5	LP-DIR-AF:LP-DIR-T	MF16-73
