X,Y,Sample,
-122.087057393036,38.0571365366319,670-SFB-587
-122.133617429355,38.0383560177806,670-SFB-583
-122.179391248627,38.0554876201443,670-SFB-565
-122.289009381058,38.0562087920681,670-SFB-555
-122.307038679156,38.0578915265572,670-SFB-554
-122.294297975167,38.0624589487418,670-SFB-553
-122.337524625894,38.0496487568334,670-SFB-596
-122.349243669657,38.0382302013718,670-SFB-599
-122.40543498206,38.0033735583838,670-SFB-540
-122.434882835619,37.9730242399202,670-SFB-535
-122.450132616926,37.9310309997687,670-SFB-114
-122.442620409386,37.9099968186553,670-SFB-117
-122.381020307553,37.8517020881409,670-SFB-160
-122.431802830527,37.8267615591064,670-SFB-151
-122.459447754276,37.8303674187258,670-SFB-324
-122.427295506003,37.8492981817279,670-SFB-194
-122.457344336165,37.8574113658717,670-SFB-200
-122.531865434967,37.8087322610091,670-SFB-496
-122.560111335319,37.7889000331022,670-SFB-464
-122.587455770767,37.7798853840536,670-SFB-460
-122.613042378994,37.8565494721069,670-SFB-369
-122.665255226284,37.8444337837856,670-SFB-339
-122.712564104491,37.7570277466102,670-SFB-342
-122.325697736175,37.7428597748352,670-SFB-186
-122.297543184266,37.6533190687651,670-SFB-300
-122.266850107186,37.594932989807,670-SFB-313
