,site_info,,,,,,,,,,,,,,,,,,,,,
19a,sun compass orientation,162,116,33,301,67,no,432,-8,2023,11,8,15,50,1,nan,129.1,[13.090208034618696; 61.092525548544735; 47607.057502297626],13.09020803,13.1,129.1,nan
20a,sun compass orientation,174.2,200,24,301,67,no,154,-8,2023,11,8,15,53,1,nan,211.7,[13.09020759974998; 61.09252554971656; 47607.05697033284],13.0902076,11.7,211.7,nan
21a,,,166,40,301,67,no,147,-8,2024,3,8,13,45,1,,,,,,,
22a,,,169,38,301,67,no,150,-8,2024,3,8,13,48,1,,,,,,,
23a,,,133,48,301,67,no,113,-8,2024,3,8,13,51,1,,,,,,,
24a,,,140,54,301,67,no,119,-8,2024,3,8,13,53,1,,,,,,,
25a,,,161,37,301,67,no,139,-8,2024,3,8,13,56,1,,,,,,,
26a,,,157,37,301,67,no,134,-8,2024,3,8,13,58,1,,,,,,,
27a,,,195,44,301,67,no,167,-8,2024,3,8,14,16,1,,,,,,,
28a,,,159,36,301,67,no,130,-8,2024,3,8,14,20,1,,,,,,,
29a,,,194,56,301,67,no,164,-8,2024,3,8,14,23,1,,,,,,,
30a,,,202,50,301,67,no,171,-8,2024,3,8,14,26,1,,,,,,,
31a,,,210,42,301,67,no,179,-8,2024,3,8,14,29,1,,,,,,,
32a,,,166,53,301,67,no,134,-8,2024,3,8,14,33,1,,,,,,,
33a,,,176,52,301,67,no,144,-8,2024,3,8,14,35,1,,,,,,,
34a,,,177,55,301,67,no,144,-8,2024,3,8,14,37,1,,,,,,,
35a,,,184,52,301,67,no,151,-8,2024,3,8,14,40,1,,,,,,,
36a,,,174,60,301,67,no,140,-8,2024,3,8,14,43,1,,,,,,,
37a,,,155,46,301,67,no,115,-8,2024,3,8,15,8,1,,,,,,,
38a,,,154,54,301,67,no,113,-8,2024,3,8,15,13,1,,,,,,,
39a,,,152,51,301,67,no,111,-8,2024,3,8,15,17,1,,,,,,,
40a,,,153,45,301,67,no,108,-8,2024,3,8,15,21,1,,,,,,,
41a,,,165,60,301,67,no,120,-8,2024,3,8,15,25,1,,,,,,,
42a,,,158,31,301,67,no,112,-8,2024,3,8,15,29,1,,,,,,,
43a,,,124,25,301,67,no,439,-8,2024,3,8,15,32,1,,,,,,,
44a,,,134,23,301,67,no,448,-8,2024,3,8,15,35,1,,,,,,,
45a,,,218,35,301,67,no,168,-8,2024,3,8,15,52,1,,,,,,,
46a,,,177,37,301,67,no,126,-8,2024,3,8,15,55,1,,,,,,,
47a,,,186,24,301,67,no,134,-8,2024,3,8,15,58,1,,,,,,,
48a,,,127,33,301,67,no,435,-8,2024,3,8,16,0,1,,,,,,,
49a,,,148,23,301,67,no,95,-8,2024,3,8,16,4,1,,,,,,,
50a,,,157,24,301,67,no,103,-8,2024,3,8,16,7,1,,,,,,,
51a,,,126,23,301,67,no,433,-8,2024,3,8,16,9,1,,,,,,,
52a,,,160,32,301,67,no,107,-8,2024,3,8,16,13,1,,,,,,,
53a,,,166,35,301,67,no,110,-8,2024,3,8,16,17,1,,,,,,,
54a,,,159,36,301,67,no,104,-8,2024,3,8,16,20,1,,,,,,,
55a,,,127,28,301,67,no,428,-8,2024,3,8,16,41,1,,,,,,,
56a,,,134,34,301,67,no,434,-8,2024,3,8,16,44,1,,,,,,,
57a,,,137,45,301,67,no,438,-8,2024,3,8,16,48,1,,,,,,,
58a,,,133,22,301,67,no,432,-8,2024,3,8,16,51,1,,,,,,,
59a,,,141,33,301,67,no,441,-8,2024,3,8,16,54,1,,,,,,,
60a,,,144,34,301,67,no,443,-8,2024,3,8,16,57,1,,,,,,,
61a,,,156,24,301,67,no,94,-8,2024,3,8,16,59,1,,,,,,,
62a,,,153,30,301,67,no,90,-8,2024,3,8,17,2,1,,,,,,,
63a,,,143,34,301,67,no,441,-8,2024,3,8,17,6,1,,,,,,,
64a,,,149,33,301,67,no,446,-8,2024,3,8,17,10,1,,,,,,,
65a,,,149,34,301,67,no,445,-8,2024,3,8,17,13,1,,,,,,,
66a,,,154,33,301,67,no,90,-8,2024,3,8,17,15,1,,,,,,,
67a,,,153,22,301,67,no,90,-8,2024,3,8,,,1,,,,,,,
68a,,,140,21,301,67,no,90,-8,2024,3,8,,,1,,,,,,,
69a,,,118,25,301,67,no,90,-8,2024,3,8,,,1,,,,,,,
70a,,,152,32,301,67,no,90,-8,2024,3,8,,,1,,,,,,,
71a,,,124,33,301,67,no,90,-8,2024,3,8,,,1,,,,,,,
72a,,,141,25,301,67,no,90,-8,2024,3,8,,,1,,,,,,,
73a,,,131,28,301,67,no,90,-8,2024,3,8,,,1,,,,,,,
21b,,,166,40,301,67,no,147,-8,2024,3,8,13,45,1,,,,,,,
22b,,,169,38,301,67,no,150,-8,2024,3,8,13,48,1,,,,,,,
23b,,,133,48,301,67,no,113,-8,2024,3,8,13,51,1,,,,,,,
24b,,,140,54,301,67,no,119,-8,2024,3,8,13,53,1,,,,,,,
25b,,,161,37,301,67,no,139,-8,2024,3,8,13,56,1,,,,,,,
26b,,,157,37,301,67,no,134,-8,2024,3,8,13,58,1,,,,,,,
27b,,,195,44,301,67,no,167,-8,2024,3,8,14,16,1,,,,,,,
28b,,,159,36,301,67,no,130,-8,2024,3,8,14,20,1,,,,,,,
29b,,,194,56,301,67,no,164,-8,2024,3,8,14,23,1,,,,,,,
30b,,,202,50,301,67,no,171,-8,2024,3,8,14,26,1,,,,,,,
31b,,,210,42,301,67,no,179,-8,2024,3,8,14,29,1,,,,,,,
32b,,,166,53,301,67,no,134,-8,2024,3,8,14,33,1,,,,,,,
33b,,,176,52,301,67,no,144,-8,2024,3,8,14,35,1,,,,,,,
34b,,,177,55,301,67,no,144,-8,2024,3,8,14,37,1,,,,,,,
35b,,,184,52,301,67,no,151,-8,2024,3,8,14,40,1,,,,,,,
36b,,,174,60,301,67,no,140,-8,2024,3,8,14,43,1,,,,,,,
37b,,,155,46,301,67,no,115,-8,2024,3,8,15,8,1,,,,,,,
38b,,,154,54,301,67,no,113,-8,2024,3,8,15,13,1,,,,,,,
39b,,,152,51,301,67,no,111,-8,2024,3,8,15,17,1,,,,,,,
40b,,,153,45,301,67,no,108,-8,2024,3,8,15,21,1,,,,,,,
41b,,,165,60,301,67,no,120,-8,2024,3,8,15,25,1,,,,,,,
42b,,,158,31,301,67,no,112,-8,2024,3,8,15,29,1,,,,,,,
43b,,,124,25,301,67,no,439,-8,2024,3,8,15,32,1,,,,,,,
44b,,,134,23,301,67,no,448,-8,2024,3,8,15,35,1,,,,,,,
45b,,,218,35,301,67,no,168,-8,2024,3,8,15,52,1,,,,,,,
46b,,,177,37,301,67,no,126,-8,2024,3,8,15,55,1,,,,,,,
47b,,,186,24,301,67,no,134,-8,2024,3,8,15,58,1,,,,,,,
48b,,,127,33,301,67,no,435,-8,2024,3,8,16,0,1,,,,,,,
49b,,,148,23,301,67,no,95,-8,2024,3,8,16,4,1,,,,,,,
50b,,,157,24,301,67,no,103,-8,2024,3,8,16,7,1,,,,,,,
51b,,,126,23,301,67,no,433,-8,2024,3,8,16,9,1,,,,,,,
52b,,,160,32,301,67,no,107,-8,2024,3,8,16,13,1,,,,,,,
53b,,,166,35,301,67,no,110,-8,2024,3,8,16,17,1,,,,,,,
54b,,,159,36,301,67,no,104,-8,2024,3,8,16,20,1,,,,,,,
55b,,,127,28,301,67,no,428,-8,2024,3,8,16,41,1,,,,,,,
56b,,,134,34,301,67,no,434,-8,2024,3,8,16,44,1,,,,,,,
57b,,,137,45,301,67,no,438,-8,2024,3,8,16,48,1,,,,,,,
58b,,,133,22,301,67,no,432,-8,2024,3,8,16,51,1,,,,,,,
59b,,,141,33,301,67,no,441,-8,2024,3,8,16,54,1,,,,,,,
60b,,,144,34,301,67,no,443,-8,2024,3,8,16,57,1,,,,,,,
61b,,,156,24,301,67,no,94,-8,2024,3,8,16,59,1,,,,,,,
62b,,,153,30,301,67,no,90,-8,2024,3,8,17,2,1,,,,,,,
63b,,,143,34,301,67,no,441,-8,2024,3,8,17,6,1,,,,,,,
64b,,,149,33,301,67,no,446,-8,2024,3,8,17,10,1,,,,,,,
65b,,,149,34,301,67,no,445,-8,2024,3,8,17,13,1,,,,,,,
66b,,,154,33,301,67,no,90,-8,2024,3,8,17,15,1,,,,,,,
67b,,,153,22,301,67,no,,-8,2024,3,8,,,1,,,,,,,
68b,,,140,21,301,67,no,,-8,2024,3,8,,,1,,,,,,,
69b,,,118,25,301,67,no,,-8,2024,3,8,,,1,,,,,,,
70b,,,152,32,301,67,no,,-8,2024,3,8,,,1,,,,,,,
71b,,,124,33,301,67,no,,-8,2024,3,8,,,1,,,,,,,
72b,,,141,25,301,67,no,,-8,2024,3,8,,,1,,,,,,,
73b,,,131,28,301,67,no,,-8,2024,3,8,,,1,,,,,,,
